Transaction_Amount,Timestamp,Geo_Location,IP_Address,Merchant_MCC,Account_CurrentBalance,Client_IBAN,Counterparty_IBAN,Transaction_Type
"5570,53",2024-03-28 12:03:00,"Mumbai, India (19.0760, 72.8777)",60.161.137.179,7032,"140866,48",DE71936767910116526716,DE60898660982173308541,BILL_PAYMENT
"4387,63",2024-03-29 04:09:00,"Frankfurt, Germany (50.1109, 8.6821)",40.177.78.184,7631,"64859,38",DE90304741950521462460,DE80602276804025016525,WIRE_TRANSFER
"13619,97",2024-03-29 12:21:00,"Sydney, Australia (-33.8688, 151.2093)",235.1.109.101,7542,"107267,4",DE30188272914924300529,DE49836894055884547461,INTERNAL_TRANSFER
"7243,54",2024-03-29 13:46:00,"Dubai, UAE (25.2048, 55.2708)",103.153.20.249,5967,"87366,12",DE33098599620746915640,DE64757475159078549044,INTERNAL_TRANSFER
"2792,27",2024-03-29 15:54:00,"Sydney, Australia (-33.8688, 151.2093)",7.184.221.126,5972,"137233,5",DE43898807398882718828,DE33098599620746915640,WIRE_TRANSFER
"620,65",2024-03-29 17:19:00,"Cyprus (35.1264, 33.4299)",236.215.47.169,5965,"98581,3",DE14846907231557108629,DE22965687203229836394,ACH
"7538,03",2024-03-29 17:52:00,"Paris, France (48.8566, 2.3522)",133.255.169.4,5921,"28437,8",DE06366888337780069974,DE32676174774956686104,SWIFT
"11904,3",2024-03-29 23:05:00,"Mumbai, India (19.0760, 72.8777)",242.252.155.61,5942,"164739,68",DE73891036937066178619,DE95220236281353745430,WIRE_TRANSFER
"4324,15",2024-03-30 01:45:00,"Toronto, Canada (43.6532, -79.3832)",189.65.64.138,5947,"26814,54",DE06217435224929418484,DE85538483994235988126,INTERNAL_TRANSFER
"13961,91",2024-03-30 09:22:00,"Nassau, Bahamas (25.0343, -77.3963)",221.153.5.56,5970,"46401,6",DE09288082463081273872,DE76101837512445132435,CARD_PAYMENT
"7278,31",2024-03-30 15:21:00,"Hong Kong (22.3193, 114.1694)",223.106.2.209,7512,"153128,59",DE13702202126332296617,DE58847528925395882749,ACH
"9822,96",2024-03-30 17:25:00,"London, UK (51.5074, -0.1278)",148.70.226.179,5940,"155568,39",DE98525832950016740395,DE56955705581901562182,BILL_PAYMENT
"4315,17",2024-03-31 03:45:00,"Paris, France (48.8566, 2.3522)",136.250.202.141,8999,"158772,73",DE95220236281353745430,DE26883187696082691115,SEPA
"10769,34",2024-03-31 04:26:00,"New York, USA (40.7128, -74.0060)",172.133.239.233,7542,"28483,21",DE80602276804025016525,DE13702202126332296617,SEPA
"5064,87",2024-03-31 08:04:00,"Mumbai, India (19.0760, 72.8777)",227.160.246.190,7513,"26361,58",DE80602276804025016525,DE45611004522774697669,SEPA
"6976,8",2024-03-31 18:16:00,"Paris, France (48.8566, 2.3522)",11.62.250.118,5912,"65385,04",DE50923048645848773451,DE76101837512445132435,WIRE_TRANSFER
"14232,36",2024-03-31 21:26:00,"London, UK (51.5074, -0.1278)",163.104.171.138,7802,"125376,57",DE80602276804025016525,DE62458731926211764545,INTERNAL_TRANSFER
